CAM,DBA,A_PORT,AIRNAME,BUILD,CUISINE_DESC,INS_DATE,ACTION_1,V_CODE,V_DESC,C_FLAG,SCR,GRD,GRD_DATE,REC_DATE,INS_TYPE
50002441,"FRESH SUPER TACO PLUS INC",ABE,"Lehigh Valley International Airport",51-55,Tex-Mex,20/10/2014,"Violations were cited in the following area(s).",06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,20/10/2014,28/08/2017,"Cycle Inspection / Re-inspection"
41352974,"SAKURA 6 JAPANESE CUISINE",ABE,"Lehigh Valley International Airport",837,Japanese,21/04/2015,"Violations were cited in the following area(s).",04C,"Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.",Critical,14,B,21/04/2015,28/08/2017,"Cycle Inspection / Re-inspection"
50018348,"EMPIRE III",ABE,"Lehigh Valley International Airport",1902,Chinese,7/04/2016,"Violations were cited in the following area(s).",04L,"Evidence of mice or live mice present in facility's food and/or non-food areas.",Critical,24,,,28/08/2017,"Cycle Inspection / Initial Inspection"
40790869,"MR. WONTON",ABE,"Lehigh Valley International Airport",73,Chinese,8/06/2015,"Violations were cited in the following area(s).",02G,"Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",Critical,32,,,28/08/2017,"Cycle Inspection / Initial Inspection"
40950482,"EAMONN'S BAR AND GRILL",ABE,"Lehigh Valley International Airport",9,Irish,30/06/2014,"Violations were cited in the following area(s).",04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,22,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50052463,"JENAVIES CAFE",ABE,"Lehigh Valley International Airport",2920,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12/07/2016,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",4,,,28/08/2017,"Pre-permit (Non-operational) / Initial Inspection"
40800557,MCDONALD'S,ABE,"Lehigh Valley International Airport",160,Hamburgers,3/04/2017,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",9,A,3/04/2017,28/08/2017,"Cycle Inspection / Initial Inspection"
41678695,"THE MEATBALL SHOP",ABE,"Lehigh Valley International Airport",200,Sandwiches,17/03/2014,"Violations were cited in the following area(s).",06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,17,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41686442,SUBWAY,ABE,"Lehigh Valley International Airport",3942,Sandwiches,30/12/2015,"Violations were cited in the following area(s).",04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,17,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41236497,TUMBAO,ABE,"Lehigh Valley International Airport",683,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",19/07/2017,"Violations were cited in the following area(s).",04L,"Evidence of mice or live mice present in facility's food and/or non-food areas.",Critical,22,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41117842,"GO NATURAL",ABE,"Lehigh Valley International Airport",0,Sandwiches,15/01/2015,"Violations were cited in the following area(s).",05D,"Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.",Critical,10,A,15/01/2015,28/08/2017,"Cycle Inspection / Initial Inspection"
50047418,"CHEZ MATY ET SOKHNA",ABE,"Lehigh Valley International Airport",2249,African,23/05/2016,"Violations were cited in the following area(s).",02G,"Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",Critical,33,,,28/08/2017,"Pre-permit (Operational) / Initial Inspection"
50009773,"LAS LUNITAS",ABE,"Lehigh Valley International Airport",195,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/04/2016,"Violations were cited in the following area(s).",10B,"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical",20,B,1/04/2016,28/08/2017,"Cycle Inspection / Re-inspection"
41450589,"LA PERLA DEL ULUA RESTAURANT",ABE,"Lehigh Valley International Airport",354,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7/11/2014,"Violations were cited in the following area(s).",04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,16,B,7/11/2014,28/08/2017,"Cycle Inspection / Re-inspection"
50011580,"KODAMA SUSHI",ABE,"Lehigh Valley International Airport",301,Japanese,14/07/2016,"Violations were cited in the following area(s).",06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,27,,,28/08/2017,"Cycle Inspection / Initial Inspection"
40524833,STARBUCKS,ABE,"Lehigh Valley International Airport",1280,CafÃ©/Coffee/Tea,24/07/2017,"Violations were cited in the following area(s).",06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,22,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41641278,"OLD COUNTRY BAGEL",ABE,"Lehigh Valley International Airport",16226,Bagels/Pretzels,20/01/2015,"Establishment re-closed by DOHMH",04L,"Evidence of mice or live mice present in facility's food and/or non-food areas.",Critical,11,,,28/08/2017,"Cycle Inspection / Reopening Inspection"
41559772,"KENNEDY FRIED CHICKEN",ABE,"Lehigh Valley International Airport",2463,American,7/04/2016,"Violations were cited in the following area(s).",02B,"Hot food item not held at or above 140Âº F.",Critical,28,,,28/08/2017,"Cycle Inspection / Initial Inspection"
40366586,"SHIMONS KOSHER PIZZA",ABE,"Lehigh Valley International Airport",7124,Jewish/Kosher,8/08/2016,"Violations were cited in the following area(s).",04L,"Evidence of mice or live mice present in facility's food and/or non-food areas.",Critical,13,A,8/08/2016,28/08/2017,"Cycle Inspection / Re-inspection"
50016292,"DON RICO POLLO RESTAURANT",ABE,"Lehigh Valley International Airport",588,Spanish,5/08/2015,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",18,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41509130,"3 SHEETS SALOON",ABE,"Lehigh Valley International Airport",134,American,8/04/2015,"Violations were cited in the following area(s).",06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,8/04/2015,28/08/2017,"Cycle Inspection / Initial Inspection"
40732501,"TEQUILITAS MEXICAN RESTAURANT",ABE,"Lehigh Valley International Airport",5213,Mexican,26/04/2016,"Violations were cited in the following area(s).",04M,"Live roaches present in facility's food and/or non-food areas.",Critical,7,,,28/08/2017,"Cycle Inspection / Initial Inspection"
40785023,"SAHARA EAST RESTAURANT",ABE,"Lehigh Valley International Airport",184,"Middle Eastern",24/12/2014,"Violations were cited in the following area(s).",02G,"Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",Critical,33,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41609113,"NOORMAN'S KIL",ABE,"Lehigh Valley International Airport",609,American,18/12/2014,"Violations were cited in the following area(s).",04L,"Evidence of mice or live mice present in facility's food and/or non-food areas.",Critical,17,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50039705,"WOOPS! BAKESHOP",ABE,"Lehigh Valley International Airport",93,CafÃ©/Coffee/Tea,11/02/2016,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",7,A,11/02/2016,28/08/2017,"Cycle Inspection / Initial Inspection"
41144024,"RIDGEWAY DINER",ABE,"Lehigh Valley International Airport",664,American,6/04/2015,"Violations were cited in the following area(s).",06F,"Wiping cloths soiled or not stored in sanitizing solution.",Critical,41,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50057154,"MI YUE LOU",ABE,"Lehigh Valley International Airport",4805,Asian,18/07/2017,"Violations were cited in the following area(s).",06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,20,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50016203,"TOBY'S ESTATE COFFEE ROASTER",ABE,"Lehigh Valley International Airport",44,CafÃ©/Coffee/Tea,23/12/2016,"Violations were cited in the following area(s).",08C,"Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.","Not Critical",50,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41576495,"EL POLLO INKA PERU",ABE,"Lehigh Valley International Airport",8912,Peruvian,4/02/2016,"Violations were cited in the following area(s).",15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.","Not Critical",,,,28/08/2017,"Smoke-Free Air Act / Initial Inspection"
41529703,"ON THE ROCKS",ABE,"Lehigh Valley International Airport",696,American,1/05/2015,"Violations were cited in the following area(s).",08A,"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",20,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50000858,"NOURISH KITCHEN + TABLE",ABE,"Lehigh Valley International Airport",95,American,5/01/2016,"Violations were cited in the following area(s).",08A,"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",10,A,5/01/2016,28/08/2017,"Cycle Inspection / Re-inspection"
40380164,CUCHIFRITOS,ABE,"Lehigh Valley International Airport",158,Spanish,28/09/2016,"Violations were cited in the following area(s).",04M,"Live roaches present in facility's food and/or non-food areas.",Critical,22,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50003527,"CHAPATI HOUSE",ABE,"Lehigh Valley International Airport",3153,Indian,16/08/2017,"Violations were cited in the following area(s).",02B,"Hot food item not held at or above 140Âº F.",Critical,22,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41589763,"BISTRO MARKETPLACE",ABE,"Lehigh Valley International Airport",125,Delicatessen,19/09/2014,"Violations were cited in the following area(s).",20F,"Current letter grade card not posted.","Not Critical",,,,28/08/2017,"Administrative Miscellaneous / Initial Inspection"
50046853,"CUPCAKE MARKET",ABE,"Lehigh Valley International Airport",74,Bakery,7/07/2016,"Violations were cited in the following area(s).",04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,11,A,7/07/2016,28/08/2017,"Cycle Inspection / Initial Inspection"
40936363,"P. J. LEAHY'S BAR & GRILL",ABE,"Lehigh Valley International Airport",5002,American,6/02/2015,"Violations were cited in the following area(s).",04A,"Food Protection Certificate not held by supervisor of food operations.",Critical,23,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50044677,"NICOLAS BISTRO",ABE,"Lehigh Valley International Airport",2909,Spanish,23/02/2017,"Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.",06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,64,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41717023,"SALLY'S COFFEE SHOP",ABE,"Lehigh Valley International Airport",8501,"Middle Eastern",19/12/2016,"Violations were cited in the following area(s).",04L,"Evidence of mice or live mice present in facility's food and/or non-food areas.",Critical,11,A,19/12/2016,28/08/2017,"Cycle Inspection / Re-inspection"
41508109,"PURE THAI RESTAURANT",ABE,"Lehigh Valley International Airport",766,Thai,26/01/2016,"Violations were cited in the following area(s).",02B,"Hot food item not held at or above 140Âº F.",Critical,20,,,28/08/2017,"Cycle Inspection / Initial Inspection"
40733383,HARU,ABE,"Lehigh Valley International Airport",433,Japanese,6/02/2015,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",10,A,6/02/2015,28/08/2017,"Cycle Inspection / Initial Inspection"
41061893,"BURGER KING",ABE,"Lehigh Valley International Airport",12002,Hamburgers,20/01/2017,"Violations were cited in the following area(s).",06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,20/01/2017,28/08/2017,"Cycle Inspection / Re-inspection"
41110973,"EL GRAN MAR DE PLATA",ABE,"Lehigh Valley International Airport",3175,Spanish,4/12/2014,"Violations were cited in the following area(s).",02G,"Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",Critical,10,A,4/12/2014,28/08/2017,"Cycle Inspection / Initial Inspection"
41030615,SERAFINA,ABE,"Lehigh Valley International Airport",210,Italian,1/10/2014,"Violations were cited in the following area(s).",02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,27,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41541993,"ESTRELLITA POBLANA II",ABE,"Lehigh Valley International Airport",28192821,Mexican,24/11/2014,"Violations were cited in the following area(s).",10B,"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical",17,B,24/11/2014,28/08/2017,"Cycle Inspection / Re-inspection"
40584086,"CHO DANG GOL",ABE,"Lehigh Valley International Airport",55,Korean,21/07/2015,"Violations were cited in the following area(s).",02G,"Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",Critical,47,,,28/08/2017,"Cycle Inspection / Initial Inspection"
40999193,"KO SUSHI",ABE,"Lehigh Valley International Airport",1329,Japanese,8/10/2016,"Violations were cited in the following area(s).",08A,"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",29,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50053452,"BLACK IRIS",ABE,"Lehigh Valley International Airport",228,Mediterranean,28/07/2017,"Violations were cited in the following area(s).",04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,22,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50015665,"EPI D'OR KREYOL",ABE,"Lehigh Valley International Airport",22318,Creole,9/09/2015,"Violations were cited in the following area(s).",04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,61,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50018586,"PARKSIDE COFFEE SHOP",ABE,"Lehigh Valley International Airport",188,American,11/05/2017,"Violations were cited in the following area(s).",08A,"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",30,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41712080,"CROWN FRIED CHICKEN",ABE,"Lehigh Valley International Airport",83,American,26/02/2015,"No violations were recorded at the time of this inspection.",20D,"Choking first aid poster not posted. Alcohol and pregnancy warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted. Inspection report sign not posted.","Not Critical",,,,28/08/2017,"Administrative Miscellaneous / Initial Inspection"
40620726,"NINO'S RESTAURANT",ABE,"Lehigh Valley International Airport",1354,Italian,8/12/2014,"Violations were cited in the following area(s).",02B,"Hot food item not held at or above 140Âº F.",Critical,31,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41244516,"RALPHS'S COFFEE SHOP & DINER",ABE,"Lehigh Valley International Airport",2123,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7/04/2016,"Violations were cited in the following area(s).",06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,7/04/2016,28/08/2017,"Cycle Inspection / Initial Inspection"
50004352,KFC,ABE,"Lehigh Valley International Airport",2160,American,22/01/2015,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",8,A,22/01/2015,28/08/2017,"Cycle Inspection / Re-inspection"
41557884,"KASBAH BBQ & GRILL",ABE,"Lehigh Valley International Airport",251,Jewish/Kosher,24/02/2015,"No violations were recorded at the time of this inspection.",,,"Not Applicable",0,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41308759,"KU SHIANG RESTAURANT",ABE,"Lehigh Valley International Airport",13538,Chinese,26/07/2016,"Violations were cited in the following area(s).",06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,45,,,28/08/2017,"Cycle Inspection / Initial Inspection"
40665610,"MANHATTAN COURTYARD",ABE,"Lehigh Valley International Airport",866,American,26/09/2016,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",5,A,26/09/2016,28/08/2017,"Cycle Inspection / Initial Inspection"
50036126,"NEW YORK FRIED CHICKEN & PIZZA",ABE,"Lehigh Valley International Airport",2837,Chicken,17/08/2017,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",12,A,17/08/2017,28/08/2017,"Cycle Inspection / Initial Inspection"
41702053,"AU BON PAIN",ABE,"Lehigh Valley International Airport",26521,CafÃ©/Coffee/Tea,2/06/2015,"Violations were cited in the following area(s).",10J,"''''Wash hands sign not posted at hand wash facility.","Not Critical",13,A,2/06/2015,28/08/2017,"Cycle Inspection / Re-inspection"
41327462,"AMERICA GOURMET FOOD",ABE,"Lehigh Valley International Airport",831,Delicatessen,16/06/2017,"Violations were cited in the following area(s).",06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,26,,,28/08/2017,"Cycle Inspection / Initial Inspection"
40580547,"KNAPP ST PIZZA",ABE,"Lehigh Valley International Airport",2157,Pizza/Italian,21/01/2015,"Violations were cited in the following area(s).",16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.","Not Critical",,,,28/08/2017,"Trans Fat / Initial Inspection"
41020235,"FULTON HOT DOG KING",ABE,"Lehigh Valley International Airport",472,Hotdogs,9/07/2014,"Violations were cited in the following area(s).",10J,"''''Wash hands sign not posted at hand wash facility.","Not Critical",11,A,9/07/2014,28/08/2017,"Cycle Inspection / Initial Inspection"
41333623,"AMSTERDAM TAVERN",ABE,"Lehigh Valley International Airport",938,American,4/08/2015,"Violations were cited in the following area(s).",04K,"Evidence of rats or live rats present in facility's food and/or non-food areas.",Critical,12,A,4/08/2015,28/08/2017,"Cycle Inspection / Re-inspection"
50050831,SUBWAY,ABE,"Lehigh Valley International Airport",520,"Sandwiches/Salads/Mixed Buffet",2/08/2016,"No violations were recorded at the time of this inspection.",,,"Not Applicable",,,,28/08/2017,"Administrative Miscellaneous / Initial Inspection"
41610164,"IL BUCO ALIMENTARIVINERIA",ABE,"Lehigh Valley International Airport",53,Italian,14/07/2014,"Violations were cited in the following area(s).",04M,"Live roaches present in facility's food and/or non-food areas.",Critical,32,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41117350,"POPEYES LOUISIANA KITCHEN",ABE,"Lehigh Valley International Airport",21710,Chicken,23/07/2015,"Violations were cited in the following area(s).",04M,"Live roaches present in facility's food and/or non-food areas.",Critical,37,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50043129,"KENNEDY FRIED CHICKEN & PIZZA",ABE,"Lehigh Valley International Airport",3127,Chicken,11/08/2016,"Violations were cited in the following area(s).",04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,47,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50041181,"ISLAND TASTE",ABE,"Lehigh Valley International Airport",24310,Caribbean,30/12/2015,"Violations were cited in the following area(s).",10B,"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical",9,A,30/12/2015,28/08/2017,"Cycle Inspection / Initial Inspection"
40733411,MCDONALD'S,ABE,"Lehigh Valley International Airport",102,Hamburgers,27/10/2014,"No violations were recorded at the time of this inspection.",,,"Not Applicable",,,,28/08/2017,"Administrative Miscellaneous / Re-inspection"
50032691,"KONDO JAPANESE RESTAURANT",ABE,"Lehigh Valley International Airport",2913,Japanese,15/04/2016,"Violations were cited in the following area(s).",04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,9,A,15/04/2016,28/08/2017,"Cycle Inspection / Initial Inspection"
50017920,"OUTBACK STEAKHOUSE",ABE,"Lehigh Valley International Airport",355,American,16/04/2015,"Violations were cited in the following area(s).",06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,16/04/2015,28/08/2017,"Cycle Inspection / Initial Inspection"
41299744,PSARI,ABE,"Lehigh Valley International Airport",3210,Greek,8/07/2015,"Violations were cited in the following area(s).",08A,"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",11,A,8/07/2015,28/08/2017,"Cycle Inspection / Initial Inspection"
50045675,"MOMO RAMEN",ABE,"Lehigh Valley International Airport",78,Soups,23/08/2017,"Violations were cited in the following area(s).",02B,"Hot food item not held at or above 140Âº F.",Critical,41,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41619192,"LA DULCE BAKERY",ABE,"Lehigh Valley International Airport",6710,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",16/10/2014,"Violations were cited in the following area(s).",04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,20,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41346707,SHINJU,ABE,"Lehigh Valley International Airport",236,Japanese,16/09/2015,"Violations were cited in the following area(s).",06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,19,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50050112,MCFADDENS,ABE,"Lehigh Valley International Airport",36-02,American,2/09/2016,"Violations were cited in the following area(s).",04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,44,C,2/09/2016,28/08/2017,"Pre-permit (Operational) / Re-inspection"
50002626,"GOLDEN BOWL RESTAURANT",ABE,"Lehigh Valley International Airport",51,Chinese,25/07/2017,"Violations were cited in the following area(s).",04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,20,,,28/08/2017,"Cycle Inspection / Initial Inspection"
40366938,"LULU'S COFFEE SHOP",ABE,"Lehigh Valley International Airport",1191,CafÃ©/Coffee/Tea,5/01/2017,"Violations were cited in the following area(s).",08A,"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",21,B,5/01/2017,28/08/2017,"Cycle Inspection / Re-inspection"
50043397,"BARCELONA BITES GASTRO CLUB",ABE,"Lehigh Valley International Airport",220,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",14/10/2016,"Violations were cited in the following area(s).",08A,"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",19,B,14/10/2016,28/08/2017,"Pre-permit (Operational) / Re-inspection"
50015151,"MIRADOR RESTAURANT",ABE,"Lehigh Valley International Airport",44,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4/05/2015,"Violations were cited in the following area(s).",06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,4/05/2015,28/08/2017,"Cycle Inspection / Re-inspection"
40670353,DUKE'S,ABE,"Lehigh Valley International Airport",560,American,9/02/2017,"Violations were cited in the following area(s).",04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,15,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41633655,"WOODSIDE CAFE RESTAURANT",ABE,"Lehigh Valley International Airport",6423,Indian,1/03/2017,"No violations were recorded at the time of this inspection.",,,"Not Applicable",,,,28/08/2017,"Administrative Miscellaneous / Initial Inspection"
50056074,ABRACO,ABE,"Lehigh Valley International Airport",81,CafÃ©/Coffee/Tea,18/01/2017,"Violations were cited in the following area(s).",02G,"Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",Critical,13,A,18/01/2017,28/08/2017,"Pre-permit (Operational) / Re-inspection"
41431239,"QUE SABROSURA RESTAURANT",ABE,"Lehigh Valley International Airport",48,Spanish,30/12/2014,"Violations were cited in the following area(s).",08A,"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",36,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41722719,"DOS TOROS TAQUERIA",ABE,"Lehigh Valley International Airport",189,Mexican,9/07/2014,"Violations were cited in the following area(s).",02G,"Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",Critical,25,B,9/07/2014,28/08/2017,"Cycle Inspection / Re-inspection"
50002871,"PROMENADE BAR GRILL SUSHI",ABE,"Lehigh Valley International Airport",344,American,21/12/2015,"Violations were cited in the following area(s).",04M,"Live roaches present in facility's food and/or non-food areas.",Critical,25,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41370373,POP'S,ABE,"Lehigh Valley International Airport",167,American,7/04/2014,"Establishment re-opened by DOHMH",,,"Not Applicable",0,C,7/04/2014,28/08/2017,"Cycle Inspection / Reopening Inspection"
41600704,"RED MIST",ABE,"Lehigh Valley International Airport",569,"Middle Eastern",17/09/2014,"Violations were cited in the following area(s).",04K,"Evidence of rats or live rats present in facility's food and/or non-food areas.",Critical,7,A,17/09/2014,28/08/2017,"Cycle Inspection / Re-inspection"
50050205,"SO GONG DONG TOFU HOUSE",ABE,"Lehigh Valley International Airport",14906,Korean,2/08/2017,"Violations were cited in the following area(s).",02G,"Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",Critical,12,A,2/08/2017,28/08/2017,"Cycle Inspection / Initial Inspection"
