Store,Dates,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
42,3/23/2012,56.54,4.288,2.43,NA,0.68,NA,796.25,130.8966452,7.545,FALSE
43,3/23/2012,56.28,3.787,197.77,NA,1.36,NA,1485.55,212.7396889,9.653,FALSE
44,3/23/2012,47.83,3.671,347.09,3,0.34,NA,303.08,130.8966452,5.774,FALSE
45,3/23/2012,59.45,3.9,6296.25,334.42,4.56,873.47,1201.57,190.5363213,8.424,FALSE
3,3/30/2012,69.36,3.845,825.1,99.83,1.25,113.25,388.39,224.8651254,6.833,FALSE
4,3/30/2012,72.63,3.82,2565.8,442.52,6.5,487.66,4076.68,130.9670968,4.607,FALSE
5,3/30/2012,67.76,3.845,5097.87,25.2,2.7,322.57,1790.31,221.9480412,5.943,FALSE
6,3/30/2012,67.91,3.845,12063.62,6.78,16.5,1859.67,3535.25,222.9675066,6.132,FALSE
7,3/30/2012,44.99,3.75,8460.02,2.4,9.25,385.22,1666.6,197.4133259,8.256,FALSE
8,3/30/2012,66.69,3.845,6052.68,121.67,NA,375.27,1715.7,224.9141521,5.825,FALSE
9,3/30/2012,67.87,3.845,3669.95,15.98,NA,69.02,2049.16,225.107867,5.667,FALSE
10,3/30/2012,67.92,4.294,7388.74,7.8,NA,574.87,4035.49,130.9670968,7.545,FALSE
11,3/30/2012,70.23,3.845,7438.04,190.98,1,1345.08,3504,224.8651254,6.833,FALSE
12,3/30/2012,64.36,4.294,13644.08,115.67,8.34,1885.51,2291.86,130.9670968,12.187,FALSE
13,3/30/2012,53.2,3.734,10556.61,43.54,15.84,1116.83,8179.03,130.9670968,6.104,FALSE
14,3/30/2012,50.04,3.953,11267.8,185.8,8.84,1152.46,2509.18,190.6107463,8.424,FALSE
15,3/30/2012,42.65,4.098,4292.7,72.67,3,1169.95,2965.23,137.7261935,7.943,FALSE
16,3/30/2012,48.29,3.75,3404.77,NA,5,188.8,1133.72,197.4133259,6.162,FALSE
17,3/30/2012,45.29,3.734,8337.43,74.41,6,418.13,3444.54,130.9670968,6.403,FALSE
18,3/30/2012,45.35,3.921,13122.32,267.64,6.93,657.56,2566.75,137.7261935,8.075,FALSE
19,3/30/2012,43.47,4.098,9356.36,134.4,6.75,2056.18,3420.94,137.7261935,7.943,FALSE
20,3/30/2012,51.52,3.953,9569.49,116.47,7.75,1285.42,3908.61,214.1647079,6.961,FALSE
21,3/30/2012,67.87,3.845,12592.65,180.02,NA,1101.6,11593.14,220.9991248,7.057,FALSE
22,3/30/2012,46.4,3.921,11628.21,29.6,3.59,1653.46,3327.97,141.6990864,7.503,FALSE
23,3/30/2012,36.71,3.921,8920.01,116.41,7.09,1010.3,3025.4,137.7261935,4.261,FALSE
24,3/30/2012,47.28,4.098,11314.86,475.99,4,5456.51,1749.37,137.7261935,8.659,FALSE
25,3/30/2012,47.92,3.953,10660.1,225.11,1.5,2560.04,4748.1,214.1647079,6.961,FALSE
26,3/30/2012,33.33,3.921,8827.14,169.73,12.75,981.6,3196.41,137.7261935,7.467,FALSE
27,3/30/2012,49.4,4.098,12705.56,180.11,7.59,2943.99,3495.93,141.6990864,8.009,FALSE
28,3/30/2012,64.36,4.294,11704.17,57.61,11.85,1537.38,2536.67,130.9670968,12.187,FALSE
29,3/30/2012,46.4,3.921,4713.53,42.04,1.5,266.03,915.19,137.7261935,8.988,FALSE
30,3/30/2012,67.87,3.845,380.37,0.5,NA,NA,1080.75,220.9991248,7.057,FALSE
31,3/30/2012,67.87,3.845,9546.49,584.62,-1,1334.23,3691.1,220.9991248,7.057,FALSE
32,3/30/2012,56.09,3.75,10428.62,144.83,7.84,1505.63,3306.98,197.4133259,8.256,FALSE
33,3/30/2012,71.34,4.294,215.97,NA,NA,NA,923.99,130.9670968,7.603,FALSE
34,3/30/2012,59.29,3.82,7866.57,104.84,5.59,28.76,1979.96,130.9670968,9.653,FALSE
35,3/30/2012,49.4,3.953,19560.85,77.41,7.4,4081.77,3629.96,141.6990864,8.744,FALSE
36,3/30/2012,70.48,3.891,40.28,0.5,NA,NA,440.54,220.0454862,7.244,FALSE
37,3/30/2012,70.48,3.845,41.95,0.5,NA,NA,619.87,220.0454862,7.244,FALSE
38,3/30/2012,64.36,4.294,212.26,0.5,NA,28.77,1121.52,130.9670968,12.187,FALSE
39,3/30/2012,69.11,3.845,8547.51,93.82,NA,998.98,15532.43,220.0454862,7.244,FALSE
40,3/30/2012,36.25,3.921,7182.51,120.76,9.34,2017.53,2449.78,137.7261935,4.261,FALSE
41,3/30/2012,51.56,3.75,5694.25,9.66,7.09,1677.31,2419.34,197.4133259,6.589,FALSE
42,3/30/2012,67.92,4.294,341,1.5,NA,21.94,1431.13,130.9670968,7.545,FALSE
43,3/30/2012,69.88,3.845,144.85,NA,NA,NA,470.29,212.8142212,9.653,FALSE
44,3/30/2012,53.2,3.734,87.86,NA,NA,2.36,1215.48,130.9670968,5.774,FALSE
45,3/30/2012,50.04,3.953,9866.15,206.18,3.25,1815.37,1561.56,190.6107463,8.424,FALSE
3,4/06/2012,73.01,3.891,4433.71,NA,24.45,1282.3,1062.83,224.9393405,6.664,FALSE
4,4/06/2012,67.69,3.864,11341.17,NA,73.38,5677.89,7821.95,131.0375484,4.308,FALSE
5,4/06/2012,70.4,3.891,5174.35,NA,6.48,1489.1,2264.89,222.0225762,5.801,FALSE
6,4/06/2012,71.6,3.891,9199.63,NA,24.6,4044.88,4314.27,223.0419298,5.964,FALSE
7,4/06/2012,44.29,3.854,7550.89,NA,21.98,1156.2,3500.91,197.5971285,8.09,FALSE
8,4/06/2012,62.18,3.891,6821.13,NA,27.04,2101.86,3627.77,224.9883618,5.679,FALSE
9,4/06/2012,68.83,3.891,4876.77,NA,10,1201.8,8545.16,225.1820555,5.539,FALSE
10,4/06/2012,65.99,4.282,9256,NA,23.74,4802.15,8553.67,131.0375484,7.382,FALSE
11,4/06/2012,74.19,3.891,10760.37,NA,45.34,4048.21,5596.73,224.9393405,6.664,FALSE
12,4/06/2012,64.05,4.121,11772.46,NA,61.63,3885.06,4225.11,131.0375484,11.627,FALSE
13,4/06/2012,48.85,3.793,9249.62,NA,59.94,3969.24,6016.86,131.0375484,5.965,FALSE
14,4/06/2012,49.73,3.996,8376.85,NA,81.19,3578.4,4857.19,190.6851712,8.567,FALSE
15,4/06/2012,40.01,4.143,8567.95,NA,46.32,1144.78,3518.73,137.7970968,8.15,FALSE
16,4/06/2012,48.93,3.854,7612.73,NA,43.82,897.11,5294.18,197.5971285,6.169,FALSE
17,4/06/2012,43.92,3.793,11072.17,NA,43.74,2299.75,4192.05,131.0375484,6.235,FALSE
18,4/06/2012,43.8,3.957,7879.75,NA,43.89,3186.17,5337.91,137.7970968,8.304,FALSE
19,4/06/2012,40.23,4.143,9337.26,NA,52.59,2949.23,5996.69,137.7970968,8.15,FALSE
20,4/06/2012,50.06,3.996,8408.31,12.57,50.79,4289.46,7382.25,214.2387053,7.139,FALSE
21,4/06/2012,69.02,3.891,14207.85,NA,6.99,3662.26,1615.27,221.0737638,6.891,FALSE
22,4/06/2012,46.38,3.957,8593.09,NA,17.67,1946.99,5729.6,141.7712396,7.671,FALSE
23,4/06/2012,37.43,3.957,8261.41,NA,60,3647.54,3494.82,137.7970968,4.125,FALSE
24,4/06/2012,45.25,4.143,24195.01,NA,59.68,3082.34,5170.39,137.7970968,8.983,FALSE
25,4/06/2012,44.73,3.996,10782.56,NA,25.79,1973.99,4389.28,214.2387053,7.139,FALSE
26,4/06/2012,33.35,3.957,8674.08,NA,33.85,1128.16,3852.6,137.7970968,7.489,FALSE
27,4/06/2012,48.73,4.143,10800.82,NA,101.35,3079.87,5692.72,141.7712396,8.253,FALSE
28,4/06/2012,64.05,4.121,9368.15,NA,35.75,2580.09,8313.39,131.0375484,11.627,FALSE
29,4/06/2012,46.38,3.957,9650.62,NA,10.77,1831.88,4732.84,137.7970968,9.14,FALSE
30,4/06/2012,69.02,3.891,21.39,NA,4.09,NA,2364.16,221.0737638,6.891,FALSE
31,4/06/2012,69.02,3.891,12625.17,399,21.86,3623.01,16629.1,221.0737638,6.891,FALSE
32,4/06/2012,51.49,3.854,9335.48,NA,33.85,2211.09,4133.57,197.5971285,8.09,FALSE
33,4/06/2012,70.75,4.282,228.1,NA,NA,NA,321.7,131.0375484,7.396,FALSE
34,4/06/2012,54.42,3.864,6570.6,NA,37.31,2558.69,5479.81,131.0375484,9.575,FALSE
35,4/06/2012,48.73,3.996,9093.04,NA,10.27,2383.68,4858.77,141.7712396,8.876,FALSE
36,4/06/2012,73.95,3.934,375.2,NA,NA,12.41,1398.67,220.1204125,6.989,FALSE
37,4/06/2012,73.95,3.891,16.33,NA,24.05,NA,2119.5,220.1204125,6.989,FALSE
38,4/06/2012,64.05,4.121,24.75,NA,10.47,NA,1495.97,131.0375484,11.627,FALSE
39,4/06/2012,73.49,3.891,9057.89,NA,46.4,3572.95,15694.32,220.1204125,6.989,FALSE
40,4/06/2012,36.54,3.957,9295.46,NA,43.35,1876.1,6042.42,137.7970968,4.125,FALSE
41,4/06/2012,48.48,3.854,6660.45,NA,49.15,2126.59,6791.05,197.5971285,6.547,FALSE
42,4/06/2012,65.99,4.282,2.12,NA,34.23,NA,250.62,131.0375484,7.382,FALSE
43,4/06/2012,64.7,3.891,177.39,NA,12.17,NA,1479.85,212.8887535,9.575,FALSE
44,4/06/2012,48.85,3.793,253.38,NA,11.76,NA,512.25,131.0375484,5.621,FALSE
45,4/06/2012,49.73,3.996,13450.45,NA,26.59,3363.54,3962.01,190.6851712,8.567,FALSE
3,4/13/2012,72.83,3.891,5359.22,1673.42,3,682.03,1371.55,225.0135556,6.664,FALSE
4,4/13/2012,68.69,3.881,12506.74,5941.43,30.84,3915.29,4392.95,131.108,4.308,FALSE
5,4/13/2012,70.56,3.891,1562.33,758.49,NA,206,1642.42,222.0971111,5.801,FALSE
6,4/13/2012,71.29,3.891,4634.18,6968.14,18.04,1544.21,2875.46,223.1163529,5.964,FALSE
7,4/13/2012,41.43,3.901,1662.2,1555.57,15.47,776.66,1377.63,197.780931,8.09,FALSE
8,4/13/2012,65.19,3.891,7627.83,4689.55,4.2,940.82,1723.28,225.0625714,5.679,FALSE
9,4/13/2012,69.19,3.891,4939.14,856.32,NA,290.87,807,225.2562439,5.539,FALSE
10,4/13/2012,70.28,4.254,7299.64,10818.3,27.47,3675.97,1148.04,131.108,7.382,FALSE
11,4/13/2012,72.74,3.891,8906.38,4722.18,9.86,1412.83,2772.79,225.0135556,6.664,FALSE
12,4/13/2012,64.28,4.254,9681.11,2934.51,14.08,1944.35,3103.61,131.108,11.627,FALSE
13,4/13/2012,51.7,3.833,7419.44,19610.52,54.65,3021.51,3374.9,131.108,5.965,FALSE
14,4/13/2012,51.83,4.044,5236.77,13739.76,51.75,984.02,2638.42,190.7595962,8.567,FALSE
15,4/13/2012,43.52,4.187,3408.63,3269.14,13.58,1547.19,1809.75,137.868,8.15,FALSE
16,4/13/2012,45.83,3.901,3532.73,1368.42,22,214.95,1983.5,197.780931,6.169,FALSE
17,4/13/2012,46.94,3.833,2328.03,6989.17,3.6,895.75,1545.65,131.108,6.235,FALSE
18,4/13/2012,47.75,4.025,5798.35,9592.28,11.72,1492.2,2261.14,137.868,8.304,FALSE
19,4/13/2012,44.42,4.187,5254.86,12590.76,22.55,1818.94,3264.93,137.868,8.15,FALSE
20,4/13/2012,45.68,4.044,9671.84,7934.59,68.02,2515.97,2667.15,214.3127027,7.139,FALSE
21,4/13/2012,69.03,3.891,6932.19,4118.13,2.79,983.98,1285.54,221.1484028,6.891,FALSE
22,4/13/2012,49.89,4.025,5981.5,10877.85,9.5,1633.96,1932.86,141.8433929,7.671,FALSE
23,4/13/2012,41.81,4.025,4460.9,4852.66,25.17,2064.48,1879.86,137.868,4.125,FALSE
24,4/13/2012,48.65,4.187,4765.31,5896.55,57.4,1204.7,3980.37,137.868,8.983,FALSE
25,4/13/2012,42.46,4.044,5432.06,4239.57,8.35,789.18,1044.74,214.3127027,7.139,FALSE
26,4/13/2012,36.9,4.025,3766.78,2941.14,24.34,1103.96,2536.7,137.868,7.489,FALSE
27,4/13/2012,52.22,4.187,5139.48,4770.63,53.84,1532.47,4176.9,141.8433929,8.253,FALSE
28,4/13/2012,64.28,4.254,8478.14,5630.15,20.53,2457.88,9394.39,131.108,11.627,FALSE
29,4/13/2012,49.89,4.025,2015.59,4370.68,2.75,424.21,1595.7,137.868,9.14,FALSE
30,4/13/2012,69.03,3.891,48.96,856.15,12,NA,699.85,221.1484028,6.891,FALSE
31,4/13/2012,69.03,3.891,6352.11,4720.65,13.89,1482.03,3076.8,221.1484028,6.891,FALSE
32,4/13/2012,52.1,3.901,5599.64,5969.12,25.75,1440.58,4523.31,197.780931,8.09,FALSE
33,4/13/2012,73.17,4.254,492.15,335.84,NA,NA,1369.05,131.108,7.396,FALSE
34,4/13/2012,59.12,3.881,5146.78,3729.58,14.82,799.06,1563.6,131.108,9.575,FALSE
35,4/13/2012,52.22,4.044,4697.48,4222.33,10.5,1903.35,1156.1,141.8433929,8.876,FALSE
36,4/13/2012,72.54,3.919,85.47,651.77,NA,NA,487.07,220.1953389,6.989,FALSE
37,4/13/2012,72.54,3.891,303.63,621.72,1.9,NA,2429.1,220.1953389,6.989,FALSE
38,4/13/2012,64.28,4.254,59.68,696.42,12.37,17.82,1410.31,131.108,11.627,FALSE
39,4/13/2012,71.59,3.891,5032.34,3521.71,15.9,1241.57,10538.44,220.1953389,6.989,FALSE
40,4/13/2012,40.65,4.025,3668.82,4728.85,34.1,1320.78,1820.75,137.868,4.125,FALSE
41,4/13/2012,46.84,3.901,8316.49,3192.24,24.23,2770.63,3631.39,197.780931,6.547,FALSE
42,4/13/2012,70.28,4.254,146.91,848.67,14.51,NA,1191.9,131.108,7.382,FALSE
43,4/13/2012,70.18,3.891,150.15,1125.71,4.49,NA,407.12,212.9632857,9.575,FALSE
44,4/13/2012,51.7,3.833,16.49,1118.27,18.08,NA,1460.89,131.108,5.621,FALSE
45,4/13/2012,51.83,4.044,4736.94,6047.12,16.68,1355.11,2246.12,190.7595962,8.567,FALSE
3,4/20/2012,72.05,3.877,2784.82,130.68,1.75,425.29,904.8,225.0689541,6.664,FALSE
4,4/20/2012,68.6,3.864,2774.39,4279.41,43.43,2409.97,4544.22,131.1173333,4.308,FALSE
5,4/20/2012,67.33,3.877,1197.53,225.78,3,247.94,1499.51,222.1512315,5.801,FALSE
6,4/20/2012,68.64,3.877,2326.27,2591.86,14.79,81.42,3663.48,223.17092,5.964,FALSE
7,4/20/2012,39.3,3.936,2114.64,863.38,14.21,549.62,1509.05,197.7227385,8.09,FALSE
8,4/20/2012,63.59,3.877,3600.79,2105.64,4.9,1768.65,14945.23,225.1179914,5.679,FALSE
9,4/20/2012,68.04,3.877,910.31,121.25,2,265.55,1146.34,225.3117488,5.539,FALSE
10,4/20/2012,67.75,4.111,4973.95,4561.31,5.17,1953.72,3653.48,131.1173333,7.382,FALSE
11,4/20/2012,71.97,3.877,7906.21,68.22,1.44,393.55,4854.79,225.0689541,6.664,FALSE
12,4/20/2012,66.73,4.222,8679.29,1265.97,7.7,878.01,4358.86,131.1173333,11.627,FALSE
13,4/20/2012,50.24,3.845,22464.84,8216.22,70.45,1561.38,7307.24,131.1173333,5.965,FALSE
14,4/20/2012,63.13,4.027,32124.49,6870.09,100.15,2213.04,3706.04,190.8138013,8.567,FALSE
15,4/20/2012,54.47,4.17,4577.67,1678.35,5.9,1094.79,1830.84,137.9230667,8.15,FALSE
16,4/20/2012,43.61,3.936,2479.18,582.08,22.92,558.25,1659.22,197.7227385,6.169,FALSE
17,4/20/2012,47.69,3.845,2570.29,1288.35,2.1,341.52,2157.85,131.1173333,6.235,FALSE
18,4/20/2012,60.88,4.046,9959.48,11361.33,10.57,203.57,2562.42,137.9230667,8.304,FALSE
19,4/20/2012,55.2,4.17,6304.48,5712.68,34.16,1321.97,3751.92,137.9230667,8.15,FALSE
20,4/20/2012,60.11,4.027,7522.16,5650.88,67.26,1066.17,4006,214.3675045,7.139,FALSE
21,4/20/2012,66.97,3.877,3738.69,3287.37,0.77,894.38,2882.6,221.2021074,6.891,FALSE
22,4/20/2012,58.81,4.046,7200.16,6519.27,14.55,54.25,3897.67,141.9015262,7.671,FALSE
23,4/20/2012,56.55,4.046,2438.53,6551.03,30.84,502.31,4874.16,137.9230667,4.125,FALSE
24,4/20/2012,61.05,4.17,10959.96,3425.69,79.48,1682.87,4506.82,137.9230667,8.983,FALSE
25,4/20/2012,57.1,4.027,4862.43,2190.68,9.16,787.22,2870.05,214.3675045,7.139,FALSE
26,4/20/2012,50.81,4.046,3275.87,865.21,36.58,154.69,3169.48,137.9230667,7.489,FALSE
27,4/20/2012,62.62,4.17,12507.63,2681.1,99.95,1433.43,3244.98,141.9015262,8.253,FALSE
28,4/20/2012,66.73,4.222,5343.29,3895.86,17.32,657.56,4674.67,131.1173333,11.627,FALSE
29,4/20/2012,58.81,4.046,2087.5,1908.99,9.68,234.05,1581.26,137.9230667,9.14,FALSE
30,4/20/2012,66.97,3.877,72.85,692.6,0.7,NA,369.74,221.2021074,6.891,FALSE
31,4/20/2012,66.97,3.877,8373.31,645.86,16.05,311.94,7709.86,221.2021074,6.891,FALSE
32,4/20/2012,49.15,3.936,7666.76,2726.52,30.46,1330.36,2578.3,197.7227385,8.09,FALSE
33,4/20/2012,72.94,4.111,470.51,119.92,NA,128.87,284.28,131.1173333,7.396,FALSE
34,4/20/2012,55.34,3.864,1397.43,2573.19,18.46,70.76,2761.17,131.1173333,9.575,FALSE
35,4/20/2012,62.62,4.027,2095.31,4447.75,6.05,149.91,2504.7,141.9015262,8.876,FALSE
36,4/20/2012,70.87,3.918,177.77,317.91,NA,231.31,1473.96,220.2483937,6.989,FALSE
37,4/20/2012,70.87,3.877,125,32.57,6.3,NA,3201.88,220.2483937,6.989,FALSE
38,4/20/2012,66.73,4.222,1307.69,5.67,5.6,140.87,1255.59,131.1173333,11.627,FALSE
39,4/20/2012,70.04,3.877,5206.6,207.27,0.2,318.73,5241.86,220.2483937,6.989,FALSE
40,4/20/2012,55.3,4.046,3255.99,1157.63,25.59,340.56,3376.98,137.9230667,4.125,FALSE
41,4/20/2012,43.57,3.936,3677.88,1165.88,37.89,297.31,2227.25,197.7227385,6.547,FALSE
42,4/20/2012,67.75,4.111,82.23,169.55,16.1,NA,642.71,131.1173333,7.382,FALSE
43,4/20/2012,67.28,3.877,239.84,1777.55,5.6,86.89,870.6,213.0130524,9.575,FALSE
44,4/20/2012,50.24,3.845,58.34,0.73,7.7,NA,402.9,131.1173333,5.621,FALSE
45,4/20/2012,63.13,4.027,9210.9,2667.05,6.25,970.33,2568.22,190.8138013,8.567,FALSE
3,4/27/2012,73.39,3.814,1178.7,NA,2.95,36.5,351.97,225.1243526,6.664,FALSE
4,4/27/2012,76.47,3.81,3993.66,97.77,26.68,113.37,3947.45,131.1266667,4.308,FALSE
5,4/27/2012,68.96,3.814,1127.44,NA,5.05,33.35,2598.67,222.2053519,5.801,FALSE
6,4/27/2012,71.5,3.814,2564.41,1.49,15.54,9.94,2556.36,223.2254871,5.964,FALSE
7,4/27/2012,51.49,3.927,819.48,NA,45.94,49.82,1209.89,197.664546,8.09,FALSE
8,4/27/2012,70.34,3.814,5440.25,1.5,2.2,15.6,3302.44,225.1734114,5.679,FALSE
9,4/27/2012,73.07,3.814,409.76,NA,0.4,7.88,7179.53,225.3672537,5.539,FALSE
10,4/27/2012,80.11,4.088,3444.43,1.5,3.39,124.18,2906.22,131.1266667,7.382,FALSE
11,4/27/2012,73.4,3.814,1824.41,1.41,1.48,NA,5826.68,225.1243526,6.664,FALSE
12,4/27/2012,77.99,4.193,2936.01,336.39,26.18,613.65,740.83,131.1266667,11.627,FALSE
13,4/27/2012,64.8,3.842,4626.7,0.11,67.16,104.18,3280.73,131.1266667,5.965,FALSE
14,4/27/2012,53.2,4.004,3548.09,0.35,45.88,78.21,4193.26,190.8680064,8.567,FALSE
15,4/27/2012,41.57,4.163,1863.53,NA,9.82,192.32,1271.7,137.9781333,8.15,FALSE
16,4/27/2012,59.69,3.927,3351.91,205.74,16.41,366.79,2049.94,197.664546,6.169,FALSE
17,4/27/2012,59.11,3.842,1832.86,NA,1.62,8.94,2211.39,131.1266667,6.235,FALSE
18,4/27/2012,50.43,4.023,2255.05,5.83,23.93,17.92,1445.88,137.9781333,8.304,FALSE
19,4/27/2012,42.45,4.163,3735.3,-265.76,52.82,67.72,2959.27,137.9781333,8.15,FALSE
20,4/27/2012,47.64,4.004,2332.34,2.82,41.39,28.04,3318.17,214.4223063,7.139,FALSE
21,4/27/2012,69.21,3.814,2262.49,4.23,2.77,14,2289.63,221.255812,6.891,FALSE
22,4/27/2012,51.42,4.023,2573.49,0.18,6.31,247.76,2140.08,141.9596595,7.671,FALSE
23,4/27/2012,44.62,4.023,2622.72,1325.48,27.04,2,2132.69,137.9781333,4.125,FALSE
24,4/27/2012,49.26,4.163,12968.26,729.55,39.25,1121.45,15101.9,137.9781333,8.983,FALSE
25,4/27/2012,44.2,4.004,4318.51,5.24,5.83,62.58,1828.28,214.4223063,7.139,FALSE
26,4/27/2012,43.6,4.023,1946.7,32.65,21.62,24.1,2152.4,137.9781333,7.489,FALSE
27,4/27/2012,52.33,4.163,6408.19,901.65,58.56,51.97,2182.32,141.9596595,8.253,FALSE
28,4/27/2012,77.99,4.193,3003.61,564.36,16.11,35.54,3226.41,131.1266667,11.627,FALSE
29,4/27/2012,51.42,4.023,1238.43,NA,6.62,58.84,1407.86,137.9781333,9.14,FALSE
30,4/27/2012,69.21,3.814,60.07,NA,3.21,NA,1112.14,221.255812,6.891,FALSE
31,4/27/2012,69.21,3.814,2973.44,-0.91,10.16,542.5,9196.82,221.255812,6.891,FALSE
32,4/27/2012,61.76,3.927,4162.67,126.71,45.62,382.41,2146.94,197.664546,8.09,FALSE
33,4/27/2012,83.07,4.088,476.96,8.97,NA,0.87,537.58,131.1266667,7.396,FALSE
34,4/27/2012,66.49,3.81,5573.52,886.23,8.87,338.1,2014.84,131.1266667,9.575,FALSE
35,4/27/2012,52.33,4.004,6477.02,1050.49,7.43,1123.9,1681.46,141.9596595,8.876,FALSE
36,4/27/2012,70.06,3.888,252.98,36.03,NA,NA,6621.24,220.3014485,6.989,FALSE
37,4/27/2012,70.06,3.814,259.23,NA,7.58,NA,861.14,220.3014485,6.989,FALSE
38,4/27/2012,77.99,4.193,439.84,NA,2.83,NA,1244.18,131.1266667,11.627,FALSE
39,4/27/2012,69.11,3.814,5821.79,NA,-0.2,164.58,8663.37,220.3014485,6.989,FALSE
40,4/27/2012,47.51,4.023,2283.4,0.33,24.94,235.22,3113.29,137.9781333,4.125,FALSE
41,4/27/2012,57.66,3.927,2984.54,7.76,203.99,39.75,3068.81,197.664546,6.547,FALSE
42,4/27/2012,80.11,4.088,685.44,NA,12.09,NA,512.76,131.1266667,7.382,FALSE
43,4/27/2012,78.27,3.814,251.26,NA,1.98,NA,719.56,213.062819,9.575,FALSE
44,4/27/2012,64.8,3.842,2489.9,NA,3.98,16.6,821.26,131.1266667,5.621,FALSE
45,4/27/2012,53.2,4.004,2872.86,0.03,37.12,74.97,2495.29,190.8680064,8.567,FALSE
3,5/04/2012,79.51,3.749,2430.23,NA,30.92,1159.71,1432.53,225.1797511,6.664,FALSE
4,5/04/2012,80.14,3.747,13737.91,NA,93.65,6993.97,4541.89,131.136,4.308,FALSE
5,5/04/2012,77.1,3.749,6396.61,NA,83.63,1183.64,2813.83,222.2594722,5.801,FALSE
6,5/04/2012,77.66,3.749,13643.53,266,117.27,5455.98,2773.56,223.2800541,5.964,FALSE
7,5/04/2012,45.38,3.903,6018.32,NA,69.97,1590.01,1521.53,197.6063534,8.09,FALSE
8,5/04/2012,73.96,3.749,12807.63,NA,260.55,3338.11,2197.51,225.2288314,5.679,FALSE
9,5/04/2012,78.98,3.749,5917.56,NA,68,969.06,647.76,225.4227585,5.539,FALSE
10,5/04/2012,77.02,4.058,18275.88,NA,21.31,4872.45,2722.29,131.136,7.382,FALSE
11,5/04/2012,79.07,3.749,17975.32,NA,160.84,9298.85,4109.98,225.1797511,6.664,FALSE
12,5/04/2012,76.03,4.171,10073.64,NA,76.29,1671.53,3721.62,131.136,11.627,FALSE
13,5/04/2012,54.41,3.831,15589.85,NA,337.47,7557.14,5025.28,131.136,5.965,FALSE
14,5/04/2012,55.21,3.951,21068.05,NA,128.13,5490.93,2764.55,190.9222115,8.567,FALSE
15,5/04/2012,51.04,4.124,8300.37,NA,110.97,3056.54,1610.94,138.0332,8.15,FALSE
16,5/04/2012,51.34,3.903,3332.89,NA,35.34,766.61,2282.68,197.6063534,6.169,FALSE
17,5/04/2012,48.86,3.831,10140.57,NA,181.65,2709.84,1859.33,131.136,6.235,FALSE
18,5/04/2012,49.66,3.991,13737.74,NA,39.54,4131.8,3521.29,138.0332,8.304,FALSE
19,5/04/2012,50.76,4.124,21028.84,532,122.17,7269.47,2609.22,138.0332,8.15,FALSE
20,5/04/2012,62.74,3.951,24594.6,496,38.52,9381.13,4648.85,214.4771081,7.139,FALSE
21,5/04/2012,77.53,3.749,14858.74,NA,8.12,4179.63,3281.61,221.3095166,6.891,FALSE
22,5/04/2012,50.75,3.991,21823.53,NA,37.87,6586.49,1565.11,142.0177929,7.671,FALSE
23,5/04/2012,45.88,3.991,9941.93,NA,99.93,4899.79,2841.41,138.0332,4.125,FALSE
24,5/04/2012,52.14,4.124,19129.69,192,195.04,5860.88,4953.15,138.0332,8.983,FALSE
25,5/04/2012,58.76,3.951,7221.1,NA,112.95,2512.32,1777.09,214.4771081,7.139,FALSE
26,5/04/2012,40.29,3.991,11484.78,NA,78.04,2449.14,2488.39,138.0332,7.489,FALSE
27,5/04/2012,53.68,4.124,19913.55,NA,213.38,5895.46,4687.08,142.0177929,8.253,FALSE
28,5/04/2012,76.03,4.171,16196.98,NA,45.99,2938.52,8176.03,131.136,11.627,FALSE
29,5/04/2012,50.75,3.991,5067.27,NA,12.59,1773.6,1695.58,138.0332,9.14,FALSE
30,5/04/2012,77.53,3.749,1136.36,NA,19.09,14.33,2003.64,221.3095166,6.891,FALSE
31,5/04/2012,77.53,3.749,13819.53,NA,116.3,4932.07,4528.81,221.3095166,6.891,FALSE
32,5/04/2012,58.29,3.903,11832.54,NA,117.43,1881.84,4729.13,197.6063534,8.09,FALSE
33,5/04/2012,82.43,4.058,69.59,NA,NA,NA,709.35,131.136,7.396,FALSE
34,5/04/2012,65.04,3.747,6219.31,NA,69.88,2597.74,3522.31,131.136,9.575,FALSE
35,5/04/2012,53.68,3.951,13647.64,NA,9.87,6114.76,4853.52,142.0177929,8.876,FALSE
36,5/04/2012,77.17,3.835,621.82,NA,NA,18.38,1191.47,220.3545033,6.989,FALSE
37,5/04/2012,77.17,3.749,276.27,NA,14.9,NA,671.64,220.3545033,6.989,FALSE
38,5/04/2012,76.03,4.171,84.67,NA,13.06,NA,2346.63,131.136,11.627,FALSE
39,5/04/2012,77.15,3.749,15959.12,NA,30.12,3483.71,12856.15,220.3545033,6.989,FALSE
40,5/04/2012,44.47,3.991,11685.51,NA,78.21,3129.14,3364.41,138.0332,4.125,FALSE
41,5/04/2012,52.86,3.903,10188.76,NA,308.08,5903.45,2996.97,197.6063534,6.547,FALSE
42,5/04/2012,77.02,4.058,163.43,NA,18.34,NA,935.36,131.136,7.382,FALSE
43,5/04/2012,77.47,3.749,364.76,NA,9.06,NA,949.81,213.1125857,9.575,FALSE
44,5/04/2012,54.41,3.831,513.1,NA,8.62,NA,529.55,131.136,5.621,FALSE
